sent,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
1,3,263,427,295,1,1,240,274,1,1,823,192,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,182,1355,933,926,349,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,26,4,535,926,252,224,1,171,1233,1,1516,40,0,0,0,0,0,0,0,0,0,0,0,0
1,3,280,523,101,676,1710,1710,1,1,190,1,1,1710,1,1,380,1070,813,507,1,0,0,0,0,0
1,3,26,1122,1,1955,45,413,28,1,129,355,180,983,53,0,0,0,0,0,0,0,0,0,0,0
1,3,884,893,130,378,2,8,93,96,114,1449,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,4,1877,349,1,67,788,155,67,188,29,22,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,26,1,652,1369,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14,26,302,129,234,935,1134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14,207,437,33,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,212,415,1,144,280,234,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,352,182,1353,7,1,18,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,594,332,298,1234,1135,454,295,57,56,332,1,15,1851,292,0,0,0,0,0,0,0,0,0,0,0
1,1685,418,521,1711,1235,151,6,521,14,206,1711,1235,1,3,242,141,468,1,468,0,0,0,0,0,0
1,675,26,263,161,564,1,1,586,744,26,1204,1370,678,92,0,0,0,0,0,0,0,0,0,0,0
1,1371,63,1118,1,48,1,1,637,1,1,204,500,1,1,0,0,0,0,0,0,0,0,0,0,0
1,1454,127,105,139,281,8,83,98,1443,40,180,56,1236,172,1,1,983,1236,172,1,0,0,0,0,0
1,443,1101,45,417,1237,909,1344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,825,98,37,663,1,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,61,226,7,658,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,710,227,510,46,15,1963,844,557,1828,295,4,1,1,46,1,449,428,172,53,0,0,0,0,0,0
1,57,1184,69,1,902,162,1,15,1964,192,28,1208,279,1889,1307,0,0,0,0,0,0,0,0,0,0
1,634,26,4,49,10,7,2,8,36,2,8,398,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,478,1517,1,346,278,1712,699,1,884,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,956,245,31,138,40,1128,1,1,292,95,1518,1,696,95,0,0,0,0,0,0,0,0,0,0,0
1,1,1127,1,1232,17,164,1,364,3,767,98,122,1064,180,0,0,0,0,0,0,0,0,0,0,0
1,234,1603,1372,1713,1,205,699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,560,606,1,1,1714,1715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,225,64,267,1,1519,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,326,541,103,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,99,13,373,398,51,141,949,163,354,8,447,96,1,0,0,0,0,0,0,0,0,0,0,0,0
1,717,816,958,1,32,1,302,353,326,645,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,67,123,1238,701,317,335,18,1,504,870,1050,116,589,67,1965,478,0,0,0,0,0,0,0,0
1,19,301,69,64,337,862,1966,139,378,1690,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,31,1716,1,845,1452,336,48,1,75,172,1520,419,0,0,0,0,0,0,0,0,0,0,0,0,0
1,794,143,227,581,614,35,319,283,3,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,35,688,1,719,1239,61,1,241,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1521,1348,424,292,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,260,6,211,213,3,956,23,1021,62,1,4,465,245,37,109,1,557,585,1967,209,503,133,584,1,770
1,1,355,243,75,3,873,14,254,3,1,226,146,2,5,2,5,2,5,13,0,0,0,0,0,0
1,6,775,373,245,110,474,480,163,1136,775,816,578,1,1,711,64,816,1,474,32,12,0,0,0,0
1,6,422,271,278,37,21,1968,1,615,1,938,123,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,422,1173,267,278,37,123,693,1718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,485,271,31,133,19,1280,1,585,1,1,1,40,1,1,1280,1,1,0,0,0,0,0,0,0
1,6,1,271,177,31,1,659,1522,3,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,59,39,1241,1969,12,42,1132,169,3,30,1,52,0,0,0,0,0,0,0,0,0,0,0,0,0
1,61,253,3,79,982,268,349,30,115,1,1,1,1,935,1622,30,1920,769,0,0,0,0,0,0,0
1,422,487,1199,271,31,1,1,1,1242,432,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,113,1970,1,1523,3,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,188,79,112,1243,224,1373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,189,54,9,22,26,155,316,2,548,18,1605,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1061,13,226,78,36,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,966,1333,3,486,42,119,1469,925,1297,1,966,924,3,486,245,131,19,478,235,85,13,390,119,89,145
1,1137,1719,427,141,1524,187,1432,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,94,295,1,1437,1039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,70,14,697,23,62,1525,4,38,245,31,69,719,15,1937,860,674,1305,432,265,297,329,95,0,0
1,6,47,202,1,784,1526,1,621,924,866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,122,321,227,23,4,265,410,151,227,269,245,37,69,122,31,1971,92,1706,410,1038,48,3,0,0
0,1,151,679,487,26,1356,1221,1972,42,984,1,180,1,1,681,0,0,0,0,0,0,0,0,0,0
1,165,7,217,243,75,49,187,1638,191,266,12,1,501,4,0,0,0,0,0,0,0,0,0,0,0
1,477,1,182,454,824,57,223,1,52,1069,198,37,160,223,181,0,0,0,0,0,0,0,0,0,0
1,341,1,4,1674,1,1138,1,625,245,344,254,281,407,350,213,18,0,0,0,0,0,0,0,0,0
1,43,486,153,805,390,1,47,1,409,486,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,216,242,504,424,141,231,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,27,11,226,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,27,11,226,2,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,27,11,226,1,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,27,11,226,2,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,534,471,420,1194,1,1973,1,192,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,313,3,1216,50,11,226,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,344,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,527,4,70,14,306,271,16,2,31,133,171,301,19,550,1974,1,1,677,12,0,0,0,0,0,0
1,7,215,16,2,36,16,26,1,1481,530,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7,1527,1,199,51,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,302,141,106,26,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1287,1356,79,1,102,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,402,1,519,1230,803,1,1139,1,1,1720,30,104,402,709,507,92,55,0,0,0,0,0,0,0,0
1,1071,1,513,1,343,730,833,897,4,87,449,1194,1,1975,561,0,0,0,0,0,0,0,0,0,0
1,169,905,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,182,893,2,5,1,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1523,1,247,781,1020,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,58,1202,510,1528,225,191,4,189,1353,16,2,446,267,77,1667,6,177,14,956,0,0,0,0,0
1,3,1216,290,408,1,406,13,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,1244,1976,46,1,556,328,57,1245,344,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,218,226,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,601,182,1977,19,42,12,1092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1366,1,730,337,1246,271,426,1,340,1,1065,31,866,1,1,1522,0,0,0,0,0,0,0,0,0
1,46,613,105,130,651,2,230,61,605,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,46,613,105,1072,130,651,230,61,79,605,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,14,1216,7,616,78,1374,1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,224,40,288,205,64,255,1139,662,1485,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,675,263,1244,1,253,1207,57,89,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,33,1375,893,2,8,1,378,102,22,349,46,13,0,0,0,0,0,0,0,0,0,0,0,0
1,7,61,616,2,8,102,22,1247,186,6,3,282,228,320,1178,283,33,0,0,0,0,0,0,0,0
1,72,19,304,1,375,19,37,390,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,114,37,271,534,48,1949,1280,1111,1949,1,63,1111,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,673,1376,18,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,111,186,282,194,42,281,180,115,103,1049,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,460,1467,983,17,87,415,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1978,1,12,101,3,271,31,697,1,81,985,602,153,0,0,0,0,0,0,0,0,0,0,0,0
1,180,518,619,86,108,4,252,226,631,28,194,374,950,898,212,83,176,3,33,61,130,378,24,8,123
1,1,278,206,61,278,425,105,1,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,712,226,343,1,90,955,70,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1529,126,410,608,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1301,112,202,1721,453,710,402,214,48,14,1920,195,1,103,1,59,402,38,0,0,0,0,0,0
0,477,53,72,128,136,150,477,53,575,9,126,529,511,80,477,53,713,334,575,9,126,0,0,0,0
0,786,826,1189,211,322,1,679,595,982,901,1530,1,901,1530,478,0,0,0,0,0,0,0,0,0,0
0,1531,1248,82,736,1,1,176,26,910,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,80,492,464,1929,303,345,1,80,396,1,505,5,19,9,84,9,126,0,0,0,0,0,0,0,0
0,1897,615,302,340,1968,1231,767,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,40,911,106,132,1980,1202,1,64,1355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,229,322,393,8,1,1,69,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,426,31,28,177,92,1365,421,177,15,173,1,1105,15,0,0,0,0,0,0,0,0,0,0,0,0
0,14,196,479,28,156,196,75,467,129,196,844,1019,1,1981,1,1,1,1,1,1,0,0,0,0,0
0,1,1982,1,862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1071,43,1,1377,264,1372,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,580,1492,1,1519,844,1,1,4,1,359,109,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0,505,97,153,1,621,255,1,162,347,774,3,201,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1722,1722,53,1,1,1,280,691,3,1722,14,84,711,156,303,765,442,0,0,0,0,0,0,0,0
0,1983,1983,1,760,1,123,665,765,364,135,1,283,1684,45,1140,0,0,0,0,0,0,0,0,0,0
0,1,1,986,222,453,14,383,12,1673,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,59,1,1,1,1141,1,1142,173,1723,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,59,1685,910,74,458,83,628,152,443,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,59,1,122,116,1,287,206,47,149,552,149,673,628,144,1,1,813,41,360,1,1724,0,0,0,0
0,1984,704,56,1343,912,1725,197,1290,987,69,1532,378,186,451,139,0,0,0,0,0,0,0,0,0,0
0,1,15,28,900,1505,1,305,687,988,1,1,1,1,1,259,1505,0,0,0,0,0,0,0,0,0
0,509,35,23,1,1,222,113,162,509,35,23,1,1,222,113,891,509,1,509,17,1,283,1178,17,651
0,1985,14,748,72,19,3,1533,1073,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1726,1098,1,1,1,266,745,1,415,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,717,107,764,78,1986,207,989,1,1329,46,343,166,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1697,1727,1987,1,153,652,1,1282,1,293,221,0,0,0,0,0,0,0,0,0,0,0,0
0,294,1,621,14,1,1099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,586,122,6,1,182,1,226,33,175,82,1120,122,323,0,0,0,0,0,0,0,0,0,0,0,0
0,1,938,250,1,1534,498,1202,230,27,19,1378,1,1,522,26,1534,498,1202,1234,19,1378,1,1,522,19
0,294,482,45,82,294,907,294,48,294,524,869,294,95,294,480,18,294,317,335,1,522,210,0,0,0
0,294,120,339,136,181,1728,1,222,88,179,1,750,72,128,223,294,1249,178,744,145,0,0,0,0,0
0,291,754,1143,17,33,3,1350,319,30,15,1524,497,1238,301,497,97,473,151,0,0,0,0,0,0,0
0,820,392,745,360,820,392,1672,1,1,638,984,238,755,0,0,0,0,0,0,0,0,0,0,0,0
0,70,440,79,1024,160,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1115,753,1379,1,135,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,1365,1625,582,396,795,1,6,68,32,1380,293,520,520,612,256,173,0,0,0,0,0,0,0,0
1,1619,180,1,196,1115,617,245,1,619,1,1,271,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1008,1,1,69,1365,817,751,985,1250,177,15,97,140,1,1,1,1,1,1,0,0,0,0,0,0
0,1,140,1,267,1113,547,637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1989,1,191,1,454,474,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,71,1989,165,873,501,79,56,875,569,6,225,1,702,30,0,0,0,0,0,0,0,0,0,0,0
0,324,279,3,1033,13,806,228,1,1,48,817,877,0,0,0,0,0,0,0,0,0,0,0,0,0
0,165,181,512,297,329,1,1381,76,117,82,498,682,566,1535,902,393,93,5,3,1,0,0,0,0,0
0,1990,1382,1129,130,52,184,194,8,405,86,405,379,0,0,0,0,0,0,0,0,0,0,0,0,0
0,587,1,1,959,153,82,1,1,1972,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,45,1974,912,703,30,45,670,28,283,1,140,955,469,1,479,1,495,441,718,0,0,0,0,0,0
0,26,1,1,543,204,370,438,571,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1511,327,3,33,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,56,1325,167,893,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1460,1,471,48,914,1044,633,4,56,441,1,1,1044,633,1,293,99,121,1,61,0,0,0,0,0
1,99,13,697,160,1,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1186,460,1673,1,1,101,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,697,1,81,151,697,1961,394,1,70,153,49,79,73,160,580,0,0,0,0,0,0,0,0,0,0
0,1,1,1908,140,1,1914,116,27,140,276,1338,410,228,1729,18,1,1991,1,1,1,1,0,0,0,0
0,1730,1,1731,94,43,591,562,1,1,1,1,1,89,150,0,0,0,0,0,0,0,0,0,0,0
0,1038,1,95,1074,18,364,158,793,1144,824,344,387,603,1038,174,18,95,0,0,0,0,0,0,0,0
1,1,1120,1,186,574,1,1,66,226,186,287,63,281,343,1,444,0,0,0,0,0,0,0,0,0
0,1,69,1117,92,175,190,1,254,1290,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,341,1,1,1062,170,749,1383,81,323,1,1663,1210,552,349,30,257,3,0,0,0,0,0,0,0,0
0,341,1945,1,359,666,129,1284,990,1,69,1,1,1334,17,719,1,1043,202,1470,1951,38,0,0,0,0
0,428,172,4,61,1,762,1670,40,731,288,1358,178,491,434,40,157,0,0,0,0,0,0,0,0,0
0,43,106,311,387,87,1,633,621,434,1314,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1732,890,86,58,457,56,98,1334,1,30,1992,1182,1332,1045,1993,1,0,0,0,0,0,0,0,0,0
0,43,118,224,1,808,1,1,43,149,1,827,1309,0,0,0,0,0,0,0,0,0,0,0,0,0
0,769,898,1,1,1,1,275,151,192,323,70,177,53,70,3,192,323,714,435,1,0,0,0,0,0
0,173,43,539,98,1,1375,1,1034,1,8,975,1,1,18,0,0,0,0,0,0,0,0,0,0,0
1,716,400,108,1,424,984,462,469,1,149,1,239,74,0,0,0,0,0,0,0,0,0,0,0,0
0,788,478,28,480,582,583,311,1195,112,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,35,753,1,1724,752,300,340,1,17,1,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1306,1,1251,416,542,1384,1307,211,45,1464,669,147,990,45,491,70,29,683,674,272,1536,329,95,0,0
0,426,120,717,162,1,1,222,75,17,14,12,891,1,1,170,237,1,426,120,12,891,426,129,1065,177
0,1351,225,175,28,900,961,900,829,796,1,92,362,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1025,1923,442,187,418,1379,196,17,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,175,252,1252,106,1,1252,713,1,133,1,35,486,0,0,0,0,0,0,0,0,0,0
1,655,297,329,512,100,295,1995,138,308,1996,1,52,1385,1,1,297,329,1,0,0,0,0,0,0,0
0,568,301,522,1,1537,50,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,568,301,1839,117,162,1,122,94,59,427,74,1,401,409,164,1204,0,0,0,0,0,0,0,0,0
1,383,156,924,3,179,231,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,183,1,1997,1998,2,83,247,80,248,708,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1201,473,69,256,1,1,667,1833,56,1201,473,596,1,254,1386,0,0,0,0,0,0,0,0,0,0
0,182,550,35,710,1,70,173,846,353,1,550,1,1,106,1,0,0,0,0,0,0,0,0,0,0
0,41,26,1,1356,223,220,17,27,865,140,33,83,1,12,1387,0,0,0,0,0,0,0,0,0,0
0,3,1,85,1638,1145,173,27,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,867,1253,336,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,827,557,585,1465,305,679,1053,1,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,295,1,49,156,223,1,853,1,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1075,491,26,1693,1,681,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,687,1842,594,138,39,1323,1,989,1,41,340,1,307,140,912,124,115,46,15,1,1,124,0,0,0
0,174,26,56,1,1388,1,819,1899,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,960,1,861,861,32,797,1093,706,12,1,818,1,1,118,744,0,0,0,0,0,0,0,0,0
0,966,1999,108,1186,1451,38,390,18,19,1653,1538,403,1186,1451,847,311,8,1057,2,87,1539,91,299,8,525
0,29,683,160,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1354,308,769,388,1,39,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1733,354,214,608,1611,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1529,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1529,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1529,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,621,444,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,621,444,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,58,906,57,915,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,115,67,8,28,207,8,10,1058,1,1470,8,393,646,9,126,1540,0,0,0,0,0,0,0,0,0
0,836,1242,1,186,1216,52,950,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1685,608,991,12,175,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,286,79,160,312,361,1,1,352,74,992,1019,238,114,22,0,0,0,0,0,0,0,0,0
1,39,69,1146,1,3,28,17,301,33,420,1,497,1238,0,0,0,0,0,0,0,0,0,0,0,0
0,1,247,769,189,20,957,66,505,21,521,53,9,28,26,1639,247,207,0,0,0,0,0,0,0,0
0,134,382,1048,1,421,1142,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15,26,190,401,1,604,1,1254,1,1117,268,1,710,0,0,0,0,0,0,0,0,0,0,0,0
1,15,26,158,233,909,1,581,267,37,1,813,37,1,1,417,154,1,0,0,0,0,0,0,0,0
0,220,151,144,10,1,504,1,1,96,1139,1864,63,677,219,1,1,1,94,1,1,147,1,1,0,0
0,21,45,916,40,1181,107,281,8,24,484,9,45,393,281,8,0,0,0,0,0,0,0,0,0,0
0,66,110,1668,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1047,606,452,55,190,1,507,1,442,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,102,1491,1,46,237,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,879,1056,83,1,906,879,1147,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,15,720,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,381,1243,1884,432,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,489,1,1512,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,271,31,1,812,1,46,55,122,1,0,0,0,0,0,0,0,0,0,0,0
0,1,1,147,300,1532,1468,1,855,1,1,148,8,9,1466,0,0,0,0,0,0,0,0,0,0,0
0,1,1,147,300,1532,1468,1,1,147,148,8,9,1466,0,0,0,0,0,0,0,0,0,0,0,0
1,216,352,19,1389,1,638,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,491,1,194,4,1460,1,332,298,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,170,183,1,1279,1,564,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1142,340,564,169,1,700,957,9,1,52,139,1113,1318,4,0,0,0,0,0,0,0,0,0,0,0
1,1523,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,602,1,1,104,720,76,3,282,292,391,706,238,4,1,1,170,244,1862,0,0,0,0,0,0,0
1,564,1,1,352,699,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,491,1686,1734,302,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,126,1,1023,774,257,444,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,752,328,1051,1,900,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1119,1,1147,6,17,1,82,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1541,672,680,58,1,789,993,6,1,968,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,265,6,940,657,3,532,23,62,1845,118,331,1486,29,1192,197,1,295,1335,163,554,540,269,1,0,0
0,1507,257,1209,161,28,523,1,1,158,225,155,1212,596,380,0,0,0,0,0,0,0,0,0,0,0
1,19,52,104,160,31,52,1,684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1542,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,273,273,1177,156,154,241,15,1543,3,337,48,796,0,0,0,0,0,0,0,0,0,0,0,0,0
1,43,43,1955,47,924,180,156,108,47,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1023,53,1023,53,88,1,1059,195,1,112,285,35,653,162,437,982,583,0,0,0,0,0,0,0,0
0,59,219,1,256,512,46,968,1,1,491,91,323,9,453,14,383,354,295,323,12,0,0,0,0,0
0,6,1999,3,668,743,19,415,1032,668,1,1,415,1032,18,12,721,0,0,0,0,0,0,0,0,0
1,6,1184,321,195,35,30,48,473,101,15,944,263,2,5,1544,1,156,237,0,0,0,0,0,0,0
1,6,609,1,224,19,1,1,592,846,829,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,527,91,1,1,1735,593,419,44,1,1,487,1106,1,1655,0,0,0,0,0,0,0,0,0,0
-1,6,787,53,58,1675,1332,1676,892,439,79,1545,203,797,40,12,460,97,0,0,0,0,0,0,0,0
0,220,1,1110,254,237,169,98,152,1227,9,220,283,41,1,0,0,0,0,0,0,0,0,0,0,0
-1,59,1,229,1736,207,413,725,1,21,756,497,339,0,0,0,0,0,0,0,0,0,0,0,0,0
0,59,1614,727,122,1,401,1,1,1,506,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,59,294,120,441,1,974,994,248,1076,1379,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,59,373,719,347,249,277,848,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
